District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,Start_date
Philadelphia Performing Arts CS,In Person,1,2617,Philadelphia,PA,2022-12-04
Esperanza Academy CS,In Person,1,1636,Philadelphia,PA,2022-12-04
Franklin Towne CHS,In Person,1,1192,Philadelphia,PA,2022-12-04
Mastery CHS-Lenfest Campus,In Person,1,582,Philadelphia,PA,2022-12-04
Richard Allen Preparatory CS,In Person,1,395,Philadelphia,PA,2022-12-04
Independence CS,In Person,1,821,Philadelphia,PA,2022-12-04
Pennsylvania Virtual CS,In Person,1,1996,King of Prussia,PA,2022-12-04
Fell CS,In Person,1,146,Simpson,PA,2022-12-04
Lehigh Valley Academy Regional CS,In Person,1,1792,Bethlehem,PA,2022-12-04
Bethlehem Area SD,In Person,22,13424,Bethlehem,PA,2022-12-04
Big Beaver Falls Area SD,In Person,4,1701,Beaver Falls,PA,2022-12-04
Big Spring SD,In Person,5,2554,Newville,PA,2022-12-04
Blackhawk SD,In Person,4,2326,Beaver Falls,PA,2022-12-04
Blairsville-Saltsburg SD,In Person,5,1511,Blairsville,PA,2022-12-04
Bloomsburg Area SD,In Person,5,1498,Bloomsburg,PA,2022-12-04
Blue Mountain SD,In Person,5,2564,Orwigsburg,PA,2022-12-04
Blue Ridge SD,In Person,3,1000,New Milford,PA,2022-12-04
Boyertown Area SD,In Person,9,6914,Boyertown,PA,2022-12-04
Bradford Area SD,In Person,4,2635,Bradford,PA,2022-12-04
Brandywine Heights Area SD,In Person,3,1427,Topton,PA,2022-12-04
Brentwood Borough SD,In Person,4,1215,Pittsburgh,PA,2022-12-04
Bristol Township SD,In Person,6,6342,Levittown,PA,2022-12-04
Burgettstown Area SD,In Person,2,1053,Burgettstown,PA,2022-12-04
Burrell SD,In Person,4,1817,Lower Burrell,PA,2022-12-04
Butler Area SD,In Person,9,6285,Butler,PA,2022-12-04
California Area SD,In Person,4,870,Coal Center,PA,2022-12-04
Cambria Heights SD,In Person,3,1332,Patton,PA,2022-12-04
Cameron County SD,In Person,2,525,Emporium,PA,2022-12-04
Camp Hill SD,In Person,4,1303,Camp Hill,PA,2022-12-04
Freeport Area SD,In Person,4,1889,Sarver,PA,2022-12-04
Garnet Valley SD,In Person,5,4674,Glen Mills,PA,2022-12-04
Gateway SD,In Person,7,3430,Monroeville,PA,2022-12-04
General McLane SD,In Person,4,2115,Edinboro,PA,2022-12-04
Gettysburg Area SD,In Person,5,3115,Gettysburg,PA,2022-12-04
Girard SD,In Person,3,1638,Girard,PA,2022-12-04
Glendale SD,In Person,2,721,Flinton,PA,2022-12-04
Governor Mifflin SD,In Person,6,4217,Shillington,PA,2022-12-04
Great Valley SD,In Person,6,4428,Malvern,PA,2022-12-04
Greater Johnstown SD,In Person,4,2940,Johnstown,PA,2022-12-04
Greencastle-Antrim SD,In Person,4,3027,Greencastle,PA,2022-12-04
Greenville Area SD,In Person,2,1294,Greenville,PA,2022-12-04
Greenwood SD,In Person,3,779,Millerstown,PA,2022-12-04
Halifax Area SD,In Person,3,932,Halifax,PA,2022-12-04
Hamburg Area SD,In Person,4,2119,Hamburg,PA,2022-12-04
Hampton Township SD,In Person,5,2792,Allison Park,PA,2022-12-04
Hanover Area SD,In Person,5,2072,Hanover Township,PA,2022-12-04
Hanover Public SD,In Person,5,1990,Hanover,PA,2022-12-04
Harbor Creek SD,In Person,5,2116,Harborcreek,PA,2022-12-04
Harmony Area SD,In Person,2,253,Westover,PA,2022-12-04
New Brighton Area SD,In Person,3,1342,New Brighton,PA,2022-12-04
New Castle Area SD,In Person,5,3141,New Castle,PA,2022-12-04
New Hope-Solebury SD,In Person,4,1358,New Hope,PA,2022-12-04
Norristown Area SD,In Person,12,7580,Norristown,PA,2022-12-04
North Allegheny SD,In Person,11,8628,Pittsburgh,PA,2022-12-04
Moniteau SD,In Person,2,1222,West Sunbury,PA,2022-12-04
North Clarion County SD,In Person,2,635,Tionesta,PA,2022-12-04
North East SD,In Person,4,1629,North East,PA,2022-12-04
North Hills SD,In Person,6,4501,Pittsburgh,PA,2022-12-04
North Penn SD,In Person,17,12765,Lansdale,PA,2022-12-04
North Pocono SD,In Person,5,2980,Moscow,PA,2022-12-04
Northampton Area SD,In Person,6,5440,Northampton,PA,2022-12-04
Northeast Bradford SD,In Person,2,726,Rome,PA,2022-12-04
Northern Bedford County SD,In Person,3,896,Loysburg,PA,2022-12-04
Northern Lehigh SD,In Person,4,1554,Slatington,PA,2022-12-04
Northern Tioga SD,In Person,5,2100,Elkland,PA,2022-12-04
Northgate SD,In Person,3,1077,Pittsburgh,PA,2022-12-04
Northwest Area SD,In Person,3,1047,Shickshinny,PA,2022-12-04
Northwestern Lehigh SD,In Person,4,2055,New Tripoli,PA,2022-12-04
Northwestern SD,In Person,4,1348,Albion,PA,2022-12-04
Southern York County SD,In Person,5,2964,Glen Rock,PA,2022-12-04
Southmoreland SD,In Person,4,1901,Scottdale,PA,2022-12-04
Seneca Valley SD,In Person,8,7304,Harmony,PA,2022-12-04
Spring Cove SD,In Person,4,1762,Roaring Spring,PA,2022-12-04
Spring-Ford Area SD,In Person,11,8074,Royersford,PA,2022-12-04
Spring Grove Area SD,In Person,6,3924,Spring Grove,PA,2022-12-04
Springfield SD,In Person,5,4250,Springfield,PA,2022-12-04
Springfield Township SD,In Person,4,2581,Oreland,PA,2022-12-04
Saint Clair Area SD,In Person,1,535,Saint Clair,PA,2022-12-04
Tuscarora SD,In Person,6,2353,Mercersburg,PA,2022-12-04
State College Area SD,In Person,11,6818,State College,PA,2022-12-04
Steel Valley SD,In Person,4,1350,Munhall,PA,2022-12-04
Steelton-Highspire SD,In Person,2,1290,Steelton,PA,2022-12-04
Sto-Rox SD,In Person,3,1265,McKees Rocks,PA,2022-12-04
Stroudsburg Area SD,In Person,7,5016,Stroudsburg,PA,2022-12-04
Sullivan County SD,In Person,2,600,Laporte,PA,2022-12-04
Susquehanna Community SD,In Person,2,836,Susquehanna,PA,2022-12-04
Susquenita SD,In Person,3,1828,Duncannon,PA,2022-12-04
Tamaqua Area SD,In Person,4,2152,Tamaqua,PA,2022-12-04
Riverside SD,In Person,3,1537,Taylor,PA,2022-12-04
Middletown,In Person,5,2133,Middletown,RI,2022-12-04
Narragansett,In Person,3,1278,Narragansett,RI,2022-12-04
New Shoreham,In Person,1,135,Block Island,RI,2022-12-04
Newport,In Person,4,2154,Newport,RI,2022-12-04
North Kingstown,In Person,8,3992,North Kingstown,RI,2022-12-04
North Providence,In Person,8,3585,North Providence,RI,2022-12-04
North Smithfield,In Person,3,1666,North Smithfield,RI,2022-12-04
Pawtucket,In Person,16,8784,Pawtucket,RI,2022-12-04
Portsmouth,In Person,4,2426,Portsmouth,RI,2022-12-04
Providence,In Person,41,23836,Providence,RI,2022-12-04
Scituate,In Person,5,1226,North Scituate,RI,2022-12-04
Smithfield,In Person,6,2382,Smithfield,RI,2022-12-04
South Kingstown,In Person,7,2882,Wakefield,RI,2022-12-04
Tiverton,In Person,5,1759,Tiverton,RI,2022-12-04
Warwick,In Person,19,8610,Warwick,RI,2022-12-04
West Warwick,In Person,6,3629,West Warwick,RI,2022-12-04
Westerly,In Person,6,2648,Westerly,RI,2022-12-04
Woonsocket,In Person,10,6027,Woonsocket,RI,2022-12-04
Abbeville 60,In Person,9,2965,Abbeville,SC,2022-12-04
Aiken 01,In Person,42,24184,Aiken,SC,2022-12-04
Avon School District 04-1,In Person,4,239,Avon,SD,2022-12-04
Baltic School District 49-1,In Person,3,537,Baltic,SD,2022-12-04
Belle Fourche School District 09-1,In Person,5,1388,Belle Fourche,SD,2022-12-04
Bennett County School District 03-1,In Person,3,522,Martin,SD,2022-12-04
Beresford School District 61-2,In Person,3,704,Beresford,SD,2022-12-04
Bison School District 52-1,In Person,3,141,Bison,SD,2022-12-04
Bon Homme School District 04-2,In Person,8,543,Tyndall,SD,2022-12-04
South Central 26-5,In Person,2,84,Bonesteel,SD,2022-12-04
Bowdle School District 22-1,In Person,3,117,Bowdle,SD,2022-12-04
Brandon Valley School District 49-2,In Person,7,4464,Brandon,SD,2022-12-04
Brookings School District 05-1,In Person,6,3413,Brookings,SD,2022-12-04
Burke School District 26-2,In Person,3,258,Burke,SD,2022-12-04
Canistota School District 43-1,In Person,3,222,Canistota,SD,2022-12-04
Canton School District 41-1,In Person,3,896,Canton,SD,2022-12-04
Castlewood School District 28-1,In Person,4,315,Castlewood,SD,2022-12-04
Centerville School District 60-1,In Person,3,295,Centerville,SD,2022-12-04
Chamberlain School District 07-1,In Person,3,869,Chamberlain,SD,2022-12-04
Clark School District 12-2,In Person,6,440,Clark,SD,2022-12-04
Colman-Egan School District 50-5,In Person,3,279,Colman,SD,2022-12-04
Colome Consolidated 59-3,In Person,4,229,Colome,SD,2022-12-04
Yankton School District 63-3,In Person,6,2932,Yankton,SD,2022-12-04
Kadoka Area School District 35-2,In Person,6,357,Kadoka,SD,2022-12-04
Irene - Wakonda School District 13-3,In Person,3,315,Irene,SD,2022-12-04
Corsica-Stickney 21-3,In Person,3,278,Corsica,SD,2022-12-04
Hamblen County,In Person,18,10511,Morristown,TN,2022-12-04
Alamo,In Person,1,643,Alamo,TN,2022-12-04
Alcoa,In Person,4,2134,Alcoa,TN,2022-12-04
Anderson County,In Person,18,6436,Clinton,TN,2022-12-04
West Tennessee School for the Deaf,In Person,1,42,Jackson,TN,2022-12-04
Alvin C York Institute,In Person,1,516,Jamestown,TN,2022-12-04
Tennessee School for the Deaf,In Person,3,145,Knoxville,TN,2022-12-04
Shelby County,In Person,221,113198,Memphis,TN,2022-12-04
Collierville,In Person,9,9188,Collierville,TN,2022-12-04
Bartlett,In Person,10,9134,Bartlett,TN,2022-12-04
Lakeland,In Person,2,1872,Lakeland,TN,2022-12-04
Bedford County,In Person,14,8968,Shelbyville,TN,2022-12-04
Bells,In Person,1,422,Bells,TN,2022-12-04
Bledsoe County,In Person,5,1723,Pikeville,TN,2022-12-04
Blount County,In Person,22,10663,Maryville,TN,2022-12-04
Bradley County,In Person,17,10263,Cleveland,TN,2022-12-04
Warren County,In Person,11,6492,McMinnville,TN,2022-12-04
Washington County,In Person,16,8503,Jonesborough,TN,2022-12-04
Wayne County,In Person,9,2190,Waynesboro,TN,2022-12-04
White County,In Person,8,3947,Sparta,TN,2022-12-04
Williamson County,In Person,49,41387,Franklin,TN,2022-12-04
Wilson County,In Person,24,19015,Lebanon,TN,2022-12-04
CROSBYTON CISD,In Person,3,332,CROSBYTON,TX,2022-12-04
SPUR ISD,In Person,1,246,SPUR,TX,2022-12-04
ROCKSPRINGS ISD,In Person,1,300,ROCKSPRINGS,TX,2022-12-04
BLACKWELL CISD,In Person,1,164,BLACKWELL,TX,2022-12-04
ASPERMONT ISD,In Person,2,220,ASPERMONT,TX,2022-12-04
PANTHER CREEK CISD,In Person,1,156,VALERA,TX,2022-12-04
DRIPPING SPRINGS ISD,In Person,7,7210,DRIPPING SPRINGS,TX,2022-12-04
HAYS CISD,In Person,25,20793,KYLE,TX,2022-12-04
ALVARADO ISD,In Person,7,3663,ALVARADO,TX,2022-12-04
CHISUM ISD,In Person,3,1074,PARIS,TX,2022-12-04
TEXANS CAN ACADEMIES,In Person,13,5269,DALLAS,TX,2022-12-04
SER-NINOS CHARTER SCHOOL,In Person,3,1159,HOUSTON,TX,2022-12-04
ARISTOI CLASSICAL ACADEMY,In Person,3,956,KATY,TX,2022-12-04
GEORGE I SANCHEZ CHARTER,In Person,2,1036,HOUSTON,TX,2022-12-04
CITYSCAPE SCHOOLS,In Person,2,1152,DALLAS,TX,2022-12-04
SEASHORE CHARTER SCHOOLS,In Person,2,496,CORPUS CHRISTI,TX,2022-12-04
HARMONY SCIENCE ACAD (WACO),In Person,16,9724,DALLAS,TX,2022-12-04
VISTA DEL FUTURO CHARTER SCHOOL,In Person,1,293,EL PASO,TX,2022-12-04
STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,In Person,1,254,NACOGDOCHES,TX,2022-12-04
HARMONY SCHOOL OF SCIENCE - HOUSTON,In Person,6,3849,SUGAR LAND,TX,2022-12-04
CHAPEL HILL ACADEMY,In Person,1,734,FORT WORTH,TX,2022-12-04
TEXAS LEADERSHIP PUBLIC SCHOOLS,In Person,4,2962,SAN ANGELO,TX,2022-12-04
BOB HOPE SCHOOL,In Person,4,1943,PORT ARTHUR,TX,2022-12-04
PROMESA PUBLIC SCHOOLS,In Person,4,1010,AUSTIN,TX,2022-12-04
COMPASS ACADEMY CHARTER SCHOOL,In Person,1,1234,ODESSA,TX,2022-12-04
THE LAWSON ACADEMY,In Person,1,195,HOUSTON,TX,2022-12-04
LEADERSHIP PREP SCHOOL,In Person,2,1283,FRISCO,TX,2022-12-04
NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,In Person,6,3133,ARLINGTON,TX,2022-12-04
MERIDIAN WORLD SCHOOL LLC,In Person,1,1670,ROUND ROCK,TX,2022-12-04
UME PREPARATORY ACADEMY,In Person,2,1197,DALLAS,TX,2022-12-04
LEGACY PREPARATORY,In Person,2,1572,DALLAS,TX,2022-12-04
AUSTIN ACHIEVE PUBLIC SCHOOLS,In Person,3,1869,AUSTIN,TX,2022-12-04
EXCELLENCE IN LEADERSHIP ACADEMY,In Person,1,303,MISSION,TX,2022-12-04
THE PRO-VISION ACADEMY,In Person,2,516,HOUSTON,TX,2022-12-04
BLUFF DALE ISD,In Person,1,232,BLUFF DALE,TX,2022-12-04
BOERNE ISD,In Person,13,9579,BOERNE,TX,2022-12-04
BOLES ISD,In Person,3,534,QUINLAN,TX,2022-12-04
BOLING ISD,In Person,3,1153,BOLING,TX,2022-12-04
BONHAM ISD,In Person,5,1874,BONHAM,TX,2022-12-04
BOOKER ISD,In Person,2,371,BOOKER,TX,2022-12-04
BORDEN COUNTY ISD,In Person,1,207,GAIL,TX,2022-12-04
BOSQUEVILLE ISD,In Person,3,739,WACO,TX,2022-12-04
BOVINA ISD,In Person,3,471,BOVINA,TX,2022-12-04
BOYD ISD,In Person,4,1305,BOYD,TX,2022-12-04
BOYS RANCH ISD,In Person,3,312,BOYS RANCH,TX,2022-12-04
BRACKETT ISD,In Person,3,572,BRACKETTVILLE,TX,2022-12-04
BRADY ISD,In Person,3,1060,BRADY,TX,2022-12-04
BRAZOSPORT ISD,In Person,19,12158,CLUTE,TX,2022-12-04
BRECKENRIDGE ISD,In Person,4,1456,BRECKENRIDGE,TX,2022-12-04
BRENHAM ISD,In Person,7,5100,BRENHAM,TX,2022-12-04
BRIDGE CITY ISD,In Person,4,3072,BRIDGE CITY,TX,2022-12-04
FORT ELLIOTT CISD,In Person,1,145,BRISCOE,TX,2022-12-04
BROADDUS ISD,In Person,2,384,BROADDUS,TX,2022-12-04
BROCK ISD,In Person,4,1606,BROCK,TX,2022-12-04
COOPER ISD,In Person,3,799,COOPER,TX,2022-12-04
LUBBOCK-COOPER ISD,In Person,10,6975,LUBBOCK,TX,2022-12-04
COPPELL ISD,In Person,16,13218,COPPELL,TX,2022-12-04
COPPERAS COVE ISD,In Person,11,8477,COPPERAS COVE,TX,2022-12-04
CORPUS CHRISTI ISD,In Person,58,36618,CORPUS CHRISTI,TX,2022-12-04
CORRIGAN-CAMDEN ISD,In Person,3,820,CORRIGAN,TX,2022-12-04
CORSICANA ISD,In Person,9,6047,CORSICANA,TX,2022-12-04
COTULLA ISD,In Person,4,1321,COTULLA,TX,2022-12-04
COVINGTON ISD,In Person,1,301,COVINGTON,TX,2022-12-04
CRANE ISD,In Person,3,1174,CRANE,TX,2022-12-04
CRANFILLS GAP ISD,In Person,1,128,CRANFILLS GAP,TX,2022-12-04
CROCKETT COUNTY CONSOLIDATED CSD,In Person,3,811,OZONA,TX,2022-12-04
CROCKETT ISD,In Person,4,1309,CROCKETT,TX,2022-12-04
CROSBY ISD,In Person,9,6452,CROSBY,TX,2022-12-04
CROSS PLAINS ISD,In Person,2,359,CROSS PLAINS,TX,2022-12-04
CROSS ROADS ISD,In Person,3,537,MALAKOFF,TX,2022-12-04
CROWLEY ISD,In Person,22,15996,CROWLEY,TX,2022-12-04
CRYSTAL CITY ISD,In Person,5,1910,CRYSTAL CITY,TX,2022-12-04
CUERO ISD,In Person,4,1965,CUERO,TX,2022-12-04
CULBERSON COUNTY-ALLAMOORE ISD,In Person,1,386,VAN HORN,TX,2022-12-04
FORT WORTH ISD,In Person,146,82891,FORT WORTH,TX,2022-12-04
FRANKLIN ISD,In Person,3,1243,FRANKLIN,TX,2022-12-04
FREER ISD,In Person,3,789,FREER,TX,2022-12-04
FRENSHIP ISD,In Person,13,10269,WOLFFORTH,TX,2022-12-04
FREDERICKSBURG ISD,In Person,6,3182,FREDERICKSBURG,TX,2022-12-04
FRIENDSWOOD ISD,In Person,6,6227,FRIENDSWOOD,TX,2022-12-04
FRIONA ISD,In Person,4,1136,FRIONA,TX,2022-12-04
FRISCO ISD,In Person,74,62705,FRISCO,TX,2022-12-04
FRUITVALE ISD,In Person,3,429,FRUITVALE,TX,2022-12-04
FT DAVIS ISD,In Person,1,224,FT DAVIS,TX,2022-12-04
FT HANCOCK ISD,In Person,3,404,FT HANCOCK,TX,2022-12-04
GAINESVILLE ISD,In Person,5,3061,GAINESVILLE,TX,2022-12-04
GALENA PARK ISD,In Person,24,22428,HOUSTON,TX,2022-12-04
GALVESTON ISD,In Person,12,7041,GALVESTON,TX,2022-12-04
GANADO ISD,In Person,3,741,GANADO,TX,2022-12-04
GARLAND ISD,In Person,73,55701,GARLAND,TX,2022-12-04
GARNER ISD,In Person,1,199,WEATHERFORD,TX,2022-12-04
GARRISON ISD,In Person,4,732,GARRISON,TX,2022-12-04
GARY ISD,In Person,1,490,GARY,TX,2022-12-04
GATESVILLE ISD,In Person,5,2788,GATESVILLE,TX,2022-12-04
IDALOU ISD,In Person,3,992,IDALOU,TX,2022-12-04
INDUSTRIAL ISD,In Person,4,1177,VANDERBILT,TX,2022-12-04
INGLESIDE ISD,In Person,5,2137,INGLESIDE,TX,2022-12-04
IOLA ISD,In Person,2,541,IOLA,TX,2022-12-04
IRAAN-SHEFFIELD ISD,In Person,3,384,IRAAN,TX,2022-12-04
IREDELL ISD,In Person,1,151,IREDELL,TX,2022-12-04
IRVING ISD,In Person,37,33544,IRVING,TX,2022-12-04
ITALY ISD,In Person,2,640,ITALY,TX,2022-12-04
ITASCA ISD,In Person,3,652,ITASCA,TX,2022-12-04
JACKSBORO ISD,In Person,3,1058,JACKSBORO,TX,2022-12-04
JACKSONVILLE ISD,In Person,8,4978,JACKSONVILLE,TX,2022-12-04
JARRELL ISD,In Person,4,2107,JARRELL,TX,2022-12-04
JASPER ISD,In Person,4,2312,JASPER,TX,2022-12-04
JAYTON-GIRARD ISD,In Person,1,169,JAYTON,TX,2022-12-04
JEFFERSON ISD,In Person,4,1271,JEFFERSON,TX,2022-12-04
JIM HOGG COUNTY ISD,In Person,3,1153,HEBBRONVILLE,TX,2022-12-04
JIM NED CISD,In Person,4,1366,TUSCOLA,TX,2022-12-04
JOAQUIN ISD,In Person,3,660,JOAQUIN,TX,2022-12-04
JOHNSON CITY ISD,In Person,3,642,JOHNSON CITY,TX,2022-12-04
JONESBORO ISD,In Person,1,349,JONESBORO,TX,2022-12-04
LUBBOCK ISD,In Person,50,27348,LUBBOCK,TX,2022-12-04
LUEDERS-AVOCA ISD,In Person,2,105,LUEDERS,TX,2022-12-04
LUFKIN ISD,In Person,17,7869,LUFKIN,TX,2022-12-04
LULING ISD,In Person,4,1423,LULING,TX,2022-12-04
LYFORD CISD,In Person,4,1449,LYFORD,TX,2022-12-04
LYTLE ISD,In Person,5,1786,LYTLE,TX,2022-12-04
MABANK ISD,In Person,6,3682,MABANK,TX,2022-12-04
MAGNOLIA ISD,In Person,17,13290,MAGNOLIA,TX,2022-12-04
MALAKOFF ISD,In Person,6,1428,MALAKOFF,TX,2022-12-04
MANOR ISD,In Person,15,9595,MANOR,TX,2022-12-04
MANSFIELD ISD,In Person,44,35669,MANSFIELD,TX,2022-12-04
MARATHON ISD,In Person,1,57,MARATHON,TX,2022-12-04
MARBLE FALLS ISD,In Person,7,4354,MARBLE FALLS,TX,2022-12-04
MARFA ISD,In Person,1,329,MARFA,TX,2022-12-04
MARSHALL ISD,In Person,8,5336,MARSHALL,TX,2022-12-04
MART ISD,In Person,3,518,MART,TX,2022-12-04
MARTINS MILL ISD,In Person,2,510,MARTIN'S MILL,TX,2022-12-04
MARTINSVILLE ISD,In Person,1,371,NACOGDOCHES,TX,2022-12-04
MASON ISD,In Person,3,757,MASON,TX,2022-12-04
MATAGORDA ISD,In Person,1,112,MATAGORDA,TX,2022-12-04
NURSERY ISD,In Person,1,147,VICTORIA,TX,2022-12-04
ODEM-EDROY ISD,In Person,4,853,ODEM,TX,2022-12-04
O'DONNELL ISD,In Person,1,303,O'DONNELL,TX,2022-12-04
OGLESBY ISD,In Person,1,165,OGLESBY,TX,2022-12-04
OLFEN ISD,In Person,3,123,ROWENA,TX,2022-12-04
OLNEY ISD,In Person,3,657,OLNEY,TX,2022-12-04
OLTON ISD,In Person,3,599,OLTON,TX,2022-12-04
ONALASKA ISD,In Person,2,1143,ONALASKA,TX,2022-12-04
ORANGEFIELD ISD,In Person,3,1822,ORANGEFIELD,TX,2022-12-04
ORE CITY ISD,In Person,3,976,ORE CITY,TX,2022-12-04
OVERTON ISD,In Person,2,504,OVERTON,TX,2022-12-04
PADUCAH ISD,In Person,1,200,PADUCAH,TX,2022-12-04
PAINT ROCK ISD,In Person,4,234,PAINT ROCK,TX,2022-12-04
PALACIOS ISD,In Person,4,1386,PALACIOS,TX,2022-12-04
PALESTINE ISD,In Person,6,3436,PALESTINE,TX,2022-12-04
PALMER ISD,In Person,3,1266,PALMER,TX,2022-12-04
PAMPA ISD,In Person,6,3558,PAMPA,TX,2022-12-04
PANHANDLE ISD,In Person,3,669,PANHANDLE,TX,2022-12-04
PARIS ISD,In Person,8,3964,PARIS,TX,2022-12-04
PASADENA ISD,In Person,67,52878,PASADENA,TX,2022-12-04
SABINE PASS ISD,In Person,1,375,SABINE PASS,TX,2022-12-04
SALADO ISD,In Person,4,2087,SALADO,TX,2022-12-04
SALTILLO ISD,In Person,1,284,SALTILLO,TX,2022-12-04
SAN ANGELO ISD,In Person,23,14574,SAN ANGELO,TX,2022-12-04
SAN ANTONIO ISD,In Person,99,48532,SAN ANTONIO,TX,2022-12-04
SAN AUGUSTINE ISD,In Person,2,742,SAN AUGUSTINE,TX,2022-12-04
SAN BENITO CISD,In Person,22,10250,SAN BENITO,TX,2022-12-04
SAN DIEGO ISD,In Person,3,1529,SAN DIEGO,TX,2022-12-04
SAN ELIZARIO ISD,In Person,6,3436,SAN ELIZARIO,TX,2022-12-04
SAN FELIPE-DEL RIO CISD,In Person,15,10331,DEL RIO,TX,2022-12-04
SAN MARCOS CISD,In Person,11,8224,SAN MARCOS,TX,2022-12-04
SAN PERLITA ISD,In Person,3,250,SAN PERLITA,TX,2022-12-04
SAN SABA ISD,In Person,3,771,SAN SABA,TX,2022-12-04
SAN VICENTE ISD,In Person,1,14,BIG BEND NATL PARK,TX,2022-12-04
SANDS CISD,In Person,1,266,ACKERLY,TX,2022-12-04
SANFORD-FRITCH ISD,In Person,3,687,FRITCH,TX,2022-12-04
SANTA ANNA ISD,In Person,2,265,SANTA ANNA,TX,2022-12-04
SANTA FE ISD,In Person,6,4528,SANTA FE,TX,2022-12-04
SANTA MARIA ISD,In Person,5,649,SANTA MARIA,TX,2022-12-04
SANTA ROSA ISD,In Person,4,998,SANTA ROSA,TX,2022-12-04
WESTWOOD ISD,In Person,4,1514,PALESTINE,TX,2022-12-04
TULIA ISD,In Person,3,996,TULIA,TX,2022-12-04
TURKEY-QUITAQUE ISD,In Person,1,200,TURKEY,TX,2022-12-04
TYLER ISD,In Person,26,18260,TYLER,TX,2022-12-04
UNION HILL ISD,In Person,2,331,GILMER,TX,2022-12-04
UNITED ISD,In Person,51,43033,LAREDO,TX,2022-12-04
UTOPIA ISD,In Person,1,229,UTOPIA,TX,2022-12-04
UVALDE CISD,In Person,8,4265,UVALDE,TX,2022-12-04
VALENTINE ISD,In Person,1,40,VALENTINE,TX,2022-12-04
VALLEY MILLS ISD,In Person,3,644,VALLEY MILLS,TX,2022-12-04
VALLEY VIEW ISD,In Person,3,884,VALLEY VIEW,TX,2022-12-04
VAN VLECK ISD,In Person,4,1079,VAN VLECK,TX,2022-12-04
VENUS ISD,In Person,4,2182,VENUS,TX,2022-12-04
VERIBEST ISD,In Person,2,256,VERIBEST,TX,2022-12-04
VERNON ISD,In Person,5,1952,VERNON,TX,2022-12-04
VICTORIA ISD,In Person,25,13846,VICTORIA,TX,2022-12-04
VIDOR ISD,In Person,6,4391,VIDOR,TX,2022-12-04
WACO ISD,In Person,25,14899,WACO,TX,2022-12-04
WAELDER ISD,In Person,1,317,WAELDER,TX,2022-12-04
WALCOTT ISD,In Person,1,149,HEREFORD,TX,2022-12-04
Cache District,In Person,26,19260,Logan,UT,2022-12-04
Gateway Preparatory Academy,In Person,1,677,ENOCH,UT,2022-12-04
Salt Lake Center for Science Education,In Person,1,390,SALT LAKE CITY,UT,2022-12-04
Providence Hall,In Person,1,2095,HERRIMAN,UT,2022-12-04
Rockwell Charter High School,In Person,1,334,EAGLE MOUNTAIN,UT,2022-12-04
Merit College Preparatory Academy,In Person,1,471,SPRINGVILLE,UT,2022-12-04
Venture Academy,In Person,1,777,MARRIOTT-SLATERVILLE CITY,UT,2022-12-04
Excelsior Academy,In Person,1,1322,ERDA,UT,2022-12-04
Early Light Academy at Daybreak,In Person,1,1007,SOUTH JORDAN,UT,2022-12-04
Canyons District,In Person,51,35127,SANDY,UT,2022-12-04
Weilenmann School of Discovery,In Person,1,562,PARK CITY,UT,2022-12-04
Bear River Charter School,In Person,1,176,LOGAN,UT,2022-12-04
Good Foundations Academy,In Person,1,487,RIVERDALE,UT,2022-12-04
Summit Academy High School,In Person,1,527,BLUFFDALE,UT,2022-12-04
Carbon District,In Person,9,3628,Price,UT,2022-12-04
Endeavor Hall,In Person,1,342,WEST VALLEY CITY,UT,2022-12-04
Highmark Charter School,In Person,1,621,SOUTH WEBER,UT,2022-12-04
Promontory School of Expeditionary Learning,In Person,1,443,PERRY,UT,2022-12-04
Valley Academy,In Person,1,442,HURRICANE,UT,2022-12-04
Pacific Heritage Academy,In Person,1,389,SALT LAKE CITY,UT,2022-12-04
Hartford School District,In Person,6,1504,White River Junction,VT,2022-12-04
Hartland School District,In Person,1,322,Hartland,VT,2022-12-04
Milton Incorporated School District,In Person,3,1612,Milton,VT,2022-12-04
Rutland City School District,In Person,6,2048,Rutland,VT,2022-12-04
South Burlington School District,In Person,5,2772,South Burlington,VT,2022-12-04
Springfield School District,In Person,4,1269,Springfield,VT,2022-12-04
Winooski School District,In Person,3,837,Winooski,VT,2022-12-04
ALBEMARLE CO PBLC SCHS,In Person,25,14404,Charlottesville,VA,2022-12-04
ALEXANDRIA CITY PBLC SCHS,In Person,19,16295,Alexandria,VA,2022-12-04
ALLEGHANY CO PBLC SCHS,In Person,5,2024,Low Moor,VA,2022-12-04
AMELIA CO PBLC SCHS,In Person,3,1729,Amelia,VA,2022-12-04
AMHERST CO PBLC SCHS,In Person,9,4115,Amherst,VA,2022-12-04
APPOMATTOX CO PBLC SCHS,In Person,4,2279,Appomattox,VA,2022-12-04
ARLINGTON CO PBLC SCHS,In Person,41,28151,Arlington,VA,2022-12-04
BATH CO PBLC SCHS,In Person,3,529,Warm Springs,VA,2022-12-04
BLAND CO PBLC SCHS,In Person,2,693,Bastian,VA,2022-12-04
BRISTOL CITY PBLC SCHS,In Person,7,2255,Bristol,VA,2022-12-04
